,date,ticker,open,high,low,close,volume
0,2010-01-01,PNJ,,,,,
1,2010-01-04,PNJ,29.24232,29.973380000000002,28.75495,29.729689999999998,0.0
2,2010-01-05,PNJ,31.191860000000002,31.191860000000002,30.70448,31.191860000000002,0.0
3,2010-01-06,PNJ,30.460759999999997,32.166560000000004,30.460759999999997,31.4355,0.0
4,2010-01-07,PNJ,30.70449,31.43555,30.70449,30.70449,0.0
5,2010-01-08,PNJ,30.948130000000003,30.948130000000003,29.242330000000003,29.242330000000003,0.0
6,2010-01-11,PNJ,29.973380000000002,29.973380000000002,28.998639999999998,29.242330000000003,0.0
7,2010-01-12,PNJ,28.998630000000002,29.486,28.023880000000002,28.023880000000002,0.0
8,2010-01-13,PNJ,28.51126,28.754939999999998,27.292830000000002,28.023880000000002,0.0
9,2010-01-14,PNJ,28.99869,28.99869,28.51132,28.51132,0.0
10,2010-01-15,PNJ,28.75497,28.75497,28.023919999999997,28.267599999999998,0.0
11,2010-01-18,PNJ,28.267619999999997,28.267619999999997,27.29287,27.29287,0.0
12,2010-01-19,PNJ,28.02395,28.51132,27.29289,28.51132,0.0
13,2010-01-20,PNJ,28.5113,28.5113,27.780240000000003,27.780240000000003,0.0
14,2010-01-21,PNJ,27.53657,28.26763,26.805509999999998,26.805509999999998,0.0
15,2010-01-22,PNJ,27.292849999999998,27.53653,26.07442,26.561790000000002,0.0
16,2010-01-25,PNJ,27.53652,27.53652,26.56177,27.53652,0.0
17,2010-01-26,PNJ,27.78026,28.51132,27.78026,28.51132,0.0
18,2010-01-27,PNJ,28.023889999999998,28.023889999999998,27.53652,27.53652,0.0
19,2010-01-28,PNJ,27.29284,27.53653,27.04916,27.04916,0.0
20,2010-01-29,PNJ,26.56182,27.53657,26.56182,26.805509999999998,0.0
21,2010-02-01,PNJ,27.04916,27.04916,26.561790000000002,26.561790000000002,0.0
22,2010-02-02,PNJ,27.0492,27.0492,26.805509999999998,26.805509999999998,0.0
23,2010-02-03,PNJ,27.29286,27.780240000000003,27.04918,27.780240000000003,0.0
24,2010-02-04,PNJ,27.53655,28.023919999999997,27.53655,27.780240000000003,0.0
25,2010-02-05,PNJ,27.04916,27.29284,26.80547,27.04916,0.0
26,2010-02-08,PNJ,26.8055,27.53656,26.8055,27.29287,0.0
27,2010-02-09,PNJ,27.29288,27.29288,26.805509999999998,26.805509999999998,0.0
28,2010-02-10,PNJ,27.29287,27.53656,27.04919,27.29287,0.0
29,2010-02-11,PNJ,27.044790000000003,27.53652,27.53652,27.53652,0.0
30,2010-02-12,PNJ,28.023919999999997,28.023919999999997,27.780240000000003,27.780240000000003,0.0
31,2010-02-15,PNJ,,,,,
32,2010-02-16,PNJ,,,,,
33,2010-02-17,PNJ,,,,,
34,2010-02-18,PNJ,,,,,
35,2010-02-19,PNJ,,,,,
36,2010-02-22,PNJ,27.780240000000003,28.023919999999997,27.780240000000003,27.780240000000003,0.0
37,2010-02-23,PNJ,27.53657,27.53657,26.805509999999998,26.805509999999998,0.0
38,2010-02-24,PNJ,26.31811,26.805490000000002,26.07443,26.07443,0.0
39,2010-02-25,PNJ,26.07446,26.56183,26.07446,26.318150000000003,0.0
40,2010-02-26,PNJ,26.318080000000002,26.56177,25.83071,25.83071,0.0
41,2010-03-01,PNJ,25.830759999999998,26.805509999999998,25.830759999999998,26.805509999999998,0.0
42,2010-03-02,PNJ,27.04921,27.04921,26.318150000000003,26.318150000000003,0.0
43,2010-03-03,PNJ,26.318099999999998,26.561790000000002,26.318099999999998,26.561790000000002,0.0
44,2010-03-04,PNJ,26.561790000000002,27.53653,26.561790000000002,26.561790000000002,0.0
45,2010-03-05,PNJ,26.805509999999998,26.805509999999998,26.56182,26.805509999999998,0.0
46,2010-03-08,PNJ,27.04916,27.29284,26.80547,27.04916,0.0
47,2010-03-09,PNJ,27.29286,27.780240000000003,27.04918,27.780240000000003,0.0
48,2010-03-10,PNJ,27.53652,27.7802,27.292830000000002,27.53652,0.0
49,2010-03-11,PNJ,27.53656,27.53656,27.29287,27.29287,0.0
50,2010-03-12,PNJ,27.53655,27.780240000000003,27.29286,27.780240000000003,0.0
51,2010-03-15,PNJ,28.26761,28.26761,27.780240000000003,27.780240000000003,0.0
52,2010-03-16,PNJ,27.78025,27.78025,26.8055,27.29287,0.0
53,2010-03-17,PNJ,27.292849999999998,27.292849999999998,26.561790000000002,26.561790000000002,0.0
54,2010-03-18,PNJ,26.56182,27.0492,26.56182,26.805509999999998,0.0
55,2010-03-19,PNJ,27.04921,27.04921,26.318150000000003,26.318150000000003,0.0
