,Unnamed: 0,date,ticker,Open,High,Low,Close,Volume_BTC,volume_adi,volume_obv,volume_cmf,volume_fi,momentum_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,others_dr,others_dlr,others_cr
1807,1807.0,2016-12-06,SAB,132.0,132.0,132.0,132.0,301.0,0.0,301.0,0.0,0.0,50.0,0.0,0.0,-123.79294701565175,1000.0,132.0,0.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.70691417278289,0.0,0.0,106.84053627760247,-447.32999658576614,-447.32999658576614,0.0,132.0,132.0,132.0,132.0,237.49593848580434,236.11388012618258,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,100.0,0.0,50.0,50.0,50.0,-50.0,0.0,132.0,0.0,-44.73299965857661,0.0,0.0
1808,1808.0,2016-12-07,SAB,141.2,141.2,141.2,141.2,3.0,0.0,304.0,0.0,27.599999999999966,100.0,0.0,0.0,-134.4372380632247,1069.6969696969695,132.0907894736842,0.0,136.6,145.79999999999998,127.4,13.46998535871155,0.75,0.0,0.0,136.6,136.6,136.6,0.0,0.0,1.0,0.0,6.734992679355775,1.0,0.7339031339031408,0.14678062678062817,0.5871225071225126,136.6,136.6,133.41538461538462,132.68148148148148,0.0,0.0,0.0,0.07928263945618912,0.07928263945618912,0.0,0.013612689393935088,0.0,66.66666666666667,102.24053627760247,-428.07028434557316,-437.7001404656696,9.629856120096463,136.6,136.6,136.6,136.6,237.49593848580434,236.11388012618258,8.0,4.0,4.0,-1.0,-1.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,-0.0,0.0,135.46179424170572,0.0,6.969696969696959,6.737540247277085,6.969696969696959
1809,1809.0,2016-12-08,SAB,151.0,151.0,151.0,151.0,100.0,0.0,404.0,0.0,163.65714285714296,100.0,0.0,0.0,7.149600824105082,1069.6969696969695,136.77128712871286,0.0,141.4,156.91601323364566,125.88398676635437,21.94627048606173,0.8093578181276264,0.0,0.0,141.4,141.4,141.4,0.0,0.0,1.0,0.0,13.437057991513438,1.0,2.0823012800220795,0.5338847574289185,1.548416522593161,141.4,141.4,136.1207100591716,134.03840877914953,0.0,0.0,0.0,0.15098473482412905,0.15098473482412905,0.0,0.05022694590579687,0.0,99.99999999999986,97.44053627760246,-407.97319331232825,-427.7911580812225,19.817964768894228,141.5,141.5,141.5,141.5,237.49593848580434,236.11388012618258,12.0,4.0,8.0,132.0,-1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,-0.0,0.0,139.72640047218314,0.0,6.940509915014181,6.710251175578286,14.393939393939403
1810,1810.0,2016-12-09,SAB,151.0,161.5,151.0,161.5,301.0,301.0,705.0,0.4269503546099291,591.7775510204083,100.0,18313953.48837209,6104651.162790697,27.87097349117311,1069.6969696969695,145.8348936170213,0.0,146.425,168.41516825765552,124.4348317423445,30.03608435397713,0.84276681795629,0.0,0.0,145.55,148.175,142.925,3.6070079010649256,3.5380952380952357,1.0,0.0,20.146832849581696,1.0,3.9526154824797004,1.2176309024390748,2.7349845800406256,146.425,146.425,140.02521620391445,136.07260072143475,0.0,0.0,0.0,0.21636998654556527,0.13935694048697425,0.07701304605859102,0.1160591567144304,5.0,92.73743016759765,92.41553627760246,-386.93405113690005,-417.5768813451419,30.642830208241833,146.75,146.75,146.75,146.75,237.49593848580434,236.11388012618258,16.0,4.0,12.0,132.76,-1.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,-0.0,0.0,143.8844882472076,0.0,6.9536423841059625,6.722530584778674,22.34848484848484
1811,1811.0,2016-12-12,SAB,172.8,172.8,172.8,172.8,3569.0,301.0,4274.0,0.07042583060364997,6268.623615160355,100.0,0.0,4578488.372093023,270.649968220122,1069.6969696969695,168.35208235844647,0.0,151.7,180.54551958277054,122.85448041722942,38.02968962791108,0.8657413751805509,0.0,0.0,151.00000000000003,153.10000000000002,148.90000000000003,2.781456953642376,5.6904761904762005,1.0,0.0,26.89518787079764,1.0,6.274341817938165,2.2289730855388927,4.045368732399272,151.7,151.7,145.06749063408145,138.7931488161433,0.0,0.0,0.0,0.34746554905180455,0.20522818979083196,0.14223735926097258,0.2149216341106098,7.5,126.1574074074073,87.14053627760248,-364.848185470157,-407.0311421701449,42.182956699987926,152.4,152.4,152.4,152.4,237.49593848580434,236.11388012618258,20.0,4.0,16.0,134.4844,-1.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,-0.0,0.0,148.02411491016372,0.0,6.996904024767803,6.762971370724458,30.909090909090907
1812,1812.0,2016-12-13,SAB,184.8,184.8,184.8,184.8,9683.0,301.0,13957.0,0.021566239163143944,21972.534527280302,100.0,0.0,3662790.6976744183,922.1500601995185,1069.6969696969695,179.76321559074304,0.0,157.21666666666667,193.30071977727064,121.1326135560627,45.90359772365607,0.8822094658932239,0.0,0.0,156.63333333333335,158.38333333333335,154.88333333333335,2.2345179825494785,8.547619047619046,1.0,0.0,33.584225591010295,1.0,8.979120664033104,3.579002601237735,5.400118062795369,157.21666666666667,157.21666666666667,151.1801843826843,142.2010637186512,0.0,0.0,0.0,0.3965158316051146,0.2649702950536548,0.13154553655145979,0.3484720298939375,9.166666666666666,123.2676878191101,81.6238696109358,-341.7504870951429,-396.1510329909779,54.40054589583502,158.4,158.4,158.4,158.4,237.49593848580434,236.11388012618258,24.0,4.0,20.0,137.549648,-1.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,-0.0,4.868333333333311,151.60462011438676,0.0,6.944444444444442,6.713930283762792,40.000000000000014
1813,1813.0,2016-12-14,SAB,197.7,197.7,197.7,197.7,15438.0,301.0,29395.0,0.010239836706922946,47283.62959481164,100.0,0.0,3052325.5813953485,1750.0831529581508,1069.6969696969695,189.18345977207008,0.0,163.0,206.80384849367852,119.19615150632148,53.747053366476706,0.8960839194872074,0.0,0.0,162.50000000000003,164.00000000000003,161.00000000000003,1.846153846153846,12.23333333333332,1.0,0.0,40.306748466257666,1.0,12.024983057252399,5.268198692440668,6.756784364811731,163.0,163.0,158.33707909304056,146.31209603578816,0.0,0.0,0.0,0.4416353492572953,0.3199248199344186,0.12171052932287668,0.5168546272642957,10.416666666666666,121.14060963618455,75.84053627760247,-317.5362836627263,-384.9203545155134,67.38407085278709,164.85,164.85,164.85,164.85,237.49593848580434,236.11388012618258,28.000000000000004,4.0,24.000000000000004,142.2746832,-1.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,-0.0,10.259999999999991,154.3708925771972,0.0,6.980519480519476,6.747657096898774,49.77272727272726
1814,1814.0,2016-12-15,SAB,211.5,211.5,210.0,211.5,38005.0,38306.0,67400.0,0.5683382789317507,115452.96822412431,100.0,51506.380739376444,2623637.124158781,3730.505404686361,1069.6969696969695,201.4852047477745,0.0,169.0625,221.10132564970118,117.02367435029882,61.56164217339881,0.9077484404208849,0.0,0.0,168.56250000000003,170.06250000000003,167.06250000000003,1.779755283648498,14.812499999999991,1.0,0.0,47.02402957486137,1.0,15.37516033903674,7.2895910217598825,8.085569317276857,169.0625,169.0625,166.51599000180354,151.1408296627668,0.0,0.0,0.0,0.48298669628127344,0.3622400222109551,0.12074667407031836,0.7188517708855306,11.677490871152843,122.94043092522169,69.77803627760247,-292.1532389983415,-373.3244650758669,81.17122607752538,171.75,171.75,171.75,171.75,237.49593848580434,236.11388012618258,32.0,4.0,28.0,148.925721216,-1.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,-0.0,16.14749999999998,156.4888992271307,0.0,6.980273141122928,6.747426830976178,60.22727272727273
1815,1815.0,2016-12-16,SAB,226.3,226.3,200.0,225.0,38752.0,73227.00380228134,106152.0,0.689831598107255,173695.68704924942,100.0,162881.91577208965,2316042.7231104444,5126.384722177383,1069.6969696969695,207.1855640967669,0.0,175.27777777777777,235.63749781083567,114.91805774471986,68.87321461775228,0.9118824788699342,0.0,0.0,173.95555555555558,178.21111111111114,169.70000000000002,4.892692897291777,6.49738903394255,1.0,0.0,53.80031695721078,0.9862142099681865,18.901650684149416,9.61200295423779,9.289647729911627,175.27777777777777,175.27777777777777,175.51353000152608,156.61187931737666,0.0,0.0,0.0,0.4999046835605476,0.37151900283427336,0.12838568072627426,0.9502762263039413,14.81269883226815,112.7686350435624,63.562758499824696,-266.1305299781533,-361.4140278427876,95.28349786463434,179.15,179.15,179.15,179.15,237.49593848580434,236.11388012618258,36.0,4.0,32.0,157.68612024576,-1.0,0.0,0.0,100.0,100.0,98.70439669251441,98.62142099681866,99.54047366560621,-1.378579003181348,22.545555555555552,158.11838520766727,0.0,6.382978723404253,6.1875403718087085,70.45454545454545
1816,1816.0,2016-12-19,SAB,212.0,225.0,212.0,212.0,16819.0,56408.00380228134,89333.0,0.45870980802206485,117646.73175649953,85.78259293378315,413520.4233307564,2104651.356468257,1501.7674704491724,1007.8922558922557,208.4367235635502,11.88,178.95,240.3049834976752,117.59501650232478,68.57220843551296,0.7693342750328691,0.0,0.0,178.19333333333333,183.32333333333335,173.06333333333333,5.757791163156133,3.794996751137095,1.0,0.0,52.69628387817827,0.8483563096500529,20.4121300065693,11.772028364704092,8.640101641865208,178.95,178.95,181.12683307821436,160.71470307164506,0.0,0.0,0.0,0.5818989892776332,0.41348953312721387,0.1684094561504193,1.167208992162809,17.25693637309294,93.50330963471444,59.89053627760248,-250.75532491683975,-339.57239765735136,88.8170727405116,183.75,179.15,181.45,179.15,237.49593848580434,236.11388012618258,36.0,4.0,32.0,168.6643410064384,-1.0,0.0,0.0,84.17252310130185,97.0872671531994,86.65346566148169,84.8356309650053,94.48568398727464,-15.164369034994708,27.16500000000002,159.96141179110626,0.0,-5.777777777777782,-5.951412753240781,60.606060606060595
1817,1817.0,2016-12-20,SAB,211.0,211.5,197.2,197.2,39971.0,16437.00380228134,49362.0,0.10087640879749443,16329.941505570969,65.21192054519136,-506229.51639939024,1843563.2691814923,-3762.192746331239,1007.8922558922557,206.84956589870424,12.172,180.60909090909092,240.0423815218262,121.17580029635565,65.81428466704465,0.6395758918937764,0.0,0.0,185.19,191.75,178.63000000000002,7.084615799989187,1.4153963414634145,1.0,0.0,52.21221120451,0.691410392364793,20.18231033032768,13.45408475782881,6.7282255724988715,180.60909090909092,180.60909090909092,183.5996279892583,163.4173176589306,0.0,0.0,0.0,0.5481604809258506,0.5036588333848294,0.04450164754102115,1.338548433822878,19.350477143256548,53.991259763944775,58.231445368511544,-224.91478159880694,-316.9995640188218,92.08478242001485,188.65,179.15,183.9,179.15,237.49593848580434,236.11388012618258,36.0,4.0,32.0,177.88604644540825,-1.0,0.0,0.0,70.49326983085292,91.64276070716362,74.69144666615718,69.1410392364793,84.19936373276774,-30.8589607635207,28.662727272727295,165.6114068576293,0.0,-6.981132075471708,-7.236783250347756,49.39393939393939
1818,1818.0,2016-12-21,SAB,197.2,203.5,185.0,200.8,24175.0,33555.51731579488,73537.0,0.17932906852821967,26429.949861918052,57.15026033876849,-772905.8945191309,1605702.436117799,-2349.0997014811123,1026.2919116793355,205.50381739767099,12.8048,182.29166666666666,240.2789329891581,124.3044003441752,63.62031505096205,0.659589634993317,0.0,0.0,190.71333333333334,199.12333333333333,182.30333333333334,8.819519697976016,1.0996829171621092,1.0,0.0,51.73028571428573,0.7295864262990457,20.05943382808337,14.775154571879723,5.284279256203648,182.29166666666666,182.29166666666666,186.24583906783394,166.18640523975057,0.0,0.0,0.0,0.5333270795884468,0.5700150394442777,-0.03668795985583084,1.4724345322068901,21.294775548835364,38.41447963800896,-50.29166666666666,-201.31086217428148,-294.037082781261,92.72622060697952,188.65,179.15,183.9,179.15,237.49593848580434,236.11388012618258,36.0,4.0,32.0,177.88604644540825,226.3,0.0,1.0,71.69811935088387,87.46783459386513,74.71319888902306,72.95864262990456,75.6451042771297,-27.041357370095437,26.804166666666646,170.58743084729895,0.0,1.8255578093306468,1.8090945649039014,52.121212121212125
1819,1819.0,2016-12-22,SAB,209.9,209.9,203.0,203.0,5246.0,28309.51731579488,78783.0,0.1471671647655468,24302.985595929753,58.3188780532333,1604651.1627906994,1605614.8300072076,498.80469602321193,1037.5361457714398,205.49825902070566,12.43432,183.8846153846154,240.67956890658007,127.08966186265071,61.77238199418873,0.6682841822204502,0.0,0.0,196.14333333333335,205.24333333333334,187.04333333333335,9.278928674608698,0.8767399267399263,0.0,0.0,51.28215854423761,0.752916224814422,19.91006410321296,15.80213647814637,4.107927625066591,188.20833333333334,183.8846153846154,188.8234022881672,168.91333818495423,0.0,0.0,0.0,0.6081169746324683,0.5525283677488868,0.05558860688358147,1.5738893613269718,22.848526001248157,58.08765149722629,-42.6846153846154,-180.63563619321846,-271.1150366764075,90.47940048318904,199.55,179.15,189.35000000000002,179.15,237.49593848580434,236.11388012618258,36.0,4.0,32.0,177.88604644540825,225.47400000000002,0.0,0.0,72.43877294746324,84.2041105556015,69.31046277850228,75.2916224814422,72.463768115942,-24.7083775185578,24.016923076923092,174.6841599726448,53.78787878787878,1.0956175298804771,1.0896591224213381,53.78787878787878
1820,1820.0,2016-12-23,SAB,203.0,203.0,197.1,200.0,5481.0,28216.61901071014,73302.0,0.1426205445235142,18482.13051079693,56.74349807585634,-688925.3785805523,1429111.7370389183,-23.52390438247042,1037.5361457714398,205.3468606578921,11.780888000000001,185.03571428571428,240.39060087567805,129.6808276957505,59.83157014163233,0.6351667995016618,0.0,0.0,200.34666666666666,208.98666666666668,191.7066666666667,8.625049913483283,0.47993827160493674,0.0,0.0,50.96313453001352,0.721102863202545,19.32682498426078,16.507074179369255,2.8197508048915267,193.10833333333335,185.03571428571428,190.5428788592184,171.21605387495762,0.0,0.0,0.0,0.595019642638142,0.5873537454016997,0.007665897236442287,1.6406092694545344,24.162352487873697,42.50459363957594,-34.03571428571428,-165.02598651822444,-248.9125701261928,83.88658360796836,205.55,179.15,192.35000000000002,179.15,237.49593848580434,236.11388012618258,36.0,4.0,32.0,177.88604644540825,224.66452,0.0,0.0,69.75789843091752,80.97170096772491,65.805372641445,72.1102863202545,73.45351714386707,-27.889713679745498,20.20214285714286,176.90391881281988,41.643059490085,-1.4778325123152691,-1.4888612493750841,51.515151515151516
1821,1821.0,2016-12-26,SAB,198.0,198.0,190.0,197.0,16987.0,40956.86901071014,56315.0,0.1906469225144888,8561.6832949688,52.46186897507541,-284923.7652322363,1306680.629733836,-335.80499999999995,1037.5361457714398,204.63048198387173,11.602799200000002,185.83333333333334,239.643303495831,132.0233631708357,57.91207551120823,0.6037602012502988,0.0,0.0,202.56666666666666,212.00666666666666,193.12666666666672,9.320388349514532,0.20515536723163616,0.0,0.0,50.744394618834086,0.689289501590668,18.410306301500412,16.887720603795486,1.5225856977049261,196.9416666666667,185.83333333333334,191.53628211164636,173.12597581014595,0.0,0.0,0.0,0.9254658385093167,0.9819311123658949,-0.05646527385657818,1.6730979829727413,25.373992479935204,27.8958897049349,-24.333333333333343,-154.45851607844497,-228.10235112433747,73.6438350458925,205.65,179.15,192.4,179.15,237.49593848580434,236.11388012618258,36.0,4.0,32.0,177.88604644540825,223.87122960000002,0.0,0.0,67.08421238207166,77.73235438287468,63.01190663526474,65.56991774383079,70.99060884850915,-34.430082256169214,14.669999999999987,177.90554555163996,30.4635761589404,-1.5000000000000013,-1.511363781004782,49.24242424242424
