date,Open,Low,High,Close,Volume_BTC,volume_adi,volume_obv,volume_cmf,volume_fi,momentum_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,others_dr,others_dlr,others_cr
2014-07-14,13561.002412602,81000.0,81500.0,81500.0,60406.0,60406.0,60406.0,1.0,0.0,50.0,0.0,0.0,-14614.205329446793,1000.0,81333.33333333333,0.0,81500.0,81500.0,81500.0,0.0,0.0,0.0,0.0,81333.33333333333,81833.33333333333,80833.33333333333,1.2295081967213117,0.6666666666666715,0.0,0.0,0.6134969325153374,1.0,0.0,0.0,0.0,81500.0,81500.0,81500.0,81500.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.815483034443254,1.0,0.0,28847.73391812865,-261.42570303738114,-261.42570303738114,0.0,81250.0,81250.0,81250.0,81250.0,110452.33918128654,111157.38304093567,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,-0.0,0.0,81500.0,0.0,-26.14257030373811,0.0,0.0
2014-07-15,14476.162084618,87000.0,87000.0,87000.0,76386.0,60406.0,136792.0,0.44159015147084624,420123000.0,100.0,0.0,0.0,-10636.797582093224,1000.0,84497.65580833187,0.0,84250.0,89750.0,78750.0,13.056379821958458,0.75,0.0,0.0,84166.66666666666,84416.66666666666,83916.66666666666,0.5940594059405941,6.1666666666666865,1.0,0.0,7.121661721068249,1.0,438.74643874644244,87.7492877492885,350.99715099715394,84250.0,84250.0,82346.15384615384,81907.4074074074,0.0,0.0,0.0,0.17217762320202554,0.15782948793519008,0.014348135266835454,0.013180598159509203,1.8333333333333335,66.66666666666684,26097.73391812865,-236.50448442821306,-248.9650937327971,12.46060930458404,84000.0,84000.0,84000.0,84000.0,110452.33918128654,111157.38304093567,8.0,4.0,4.0,-1.0,-1.0,0.0,0.0,100.0,100.0,91.66666666666667,100.0,100.0,-0.0,0.0,82512.11066624518,0.0,6.748466257668717,6.530509840776588,6.748466257668717
2014-07-16,15474.518090454,93000.0,93000.0,93000.0,97976.0,60406.0,234768.0,0.25730082464390375,444084857.1428572,100.0,0.0,0.0,11911.848952824203,1000.0,88045.9489084259,0.0,87166.66666666667,96559.33520240358,77773.99813092976,21.551055913736704,0.810525880432108,0.0,0.0,87111.11111111111,87277.77777777777,86944.44444444444,0.3826530612244842,18.166666666666952,1.0,0.0,13.766730401529637,1.0,1256.1261678070878,321.4246637608484,934.7015040462394,87166.66666666667,87166.66666666667,83985.20710059172,82729.08093278464,0.0,0.0,0.0,0.29377394653156697,0.281533365426085,0.012240581105481985,0.04897144979452957,2.547619047619048,100.00000000000001,23181.06725146198,-210.07288893364077,-236.00102546641165,25.92813653277088,87000.0,87000.0,87000.0,87000.0,110452.33918128654,111157.38304093567,12.0,4.0,8.0,81000.0,-1.0,1.0,0.0,100.0,100.0,95.83333333333333,100.0,100.0,-0.0,0.0,83498.94149211445,0.0,6.896551724137923,6.669137449867257,14.110429447852768
2014-07-17,16556.07043011,99500.0,99500.0,99500.0,539013.0,60406.0,773781.0,0.07806601609499329,881156234.6938776,100.0,0.0,0.0,44429.9171301446,1000.0,96024.79879104465,0.0,90250.0,103675.72158209755,76824.27841790245,29.752291594676024,0.8444880017597846,0.0,0.0,90208.33333333333,90333.33333333333,90083.33333333333,0.27713625866050806,37.666666666666686,1.0,0.0,20.498614958448755,1.0,2400.727081825462,737.2851473737711,1663.441934451691,90250.0,90250.0,86372.0983158853,83971.37123405984,0.0,0.0,0.0,0.39072619678038406,0.3801660292998331,0.010560167480550942,0.1137991476851734,3.172619047619048,102.52873563218395,20097.73391812865,-182.13091655366438,-222.53349823822484,40.40258168456046,90250.0,90250.0,90250.0,90250.0,110452.33918128654,111157.38304093567,16.0,4.0,12.0,81480.0,-1.0,0.0,0.0,100.0,100.0,97.2972972972973,100.0,100.0,-0.0,0.0,84149.5204580622,0.0,6.989247311827951,6.755815101129059,22.085889570552155
2014-07-18,17637.622769765,106000.0,106000.0,106000.0,761940.0,60406.0,1535721.0,0.03933396756311856,1462792486.8804665,100.0,0.0,0.0,87447.92648727508,1000.0,100973.9430751636,0.0,93400.0,110805.74617762766,75994.25382237234,37.27140509127979,0.8619494353018692,0.0,0.0,93366.66666666666,93466.66666666666,93266.66666666666,0.21420921099607285,63.666666666666714,1.0,0.0,26.76659528907923,1.0,3788.653985038429,1347.5589149067027,2441.095070131726,93400.0,93400.0,89391.7754980568,85603.12151301837,0.0,0.0,0.0,0.4642720905955037,0.4549866487835936,0.0092854418119101,0.2104489115771618,3.7281746031746033,112.19656601539383,16947.73391812865,-153.58479341952636,-208.74375727448515,55.158963854958785,93500.0,93500.0,93500.0,93500.0,110452.33918128654,111157.38304093567,20.0,4.0,16.0,82561.2,-1.0,0.0,0.0,100.0,100.0,98.0,100.0,100.0,-0.0,0.0,84466.82418934153,0.0,6.5326633165829096,6.328144994752094,30.061349693251536
2014-07-21,18802.37144324,101000.0,113000.0,106000.0,1762503.0,-233344.5,3298224.0,-0.07074853011802716,1253822131.6118286,100.0,680849904.936332,136169980.9872664,49774.97487437187,1000.0,104016.01735762438,0.0,95500.0,113957.15759987617,77042.84240012383,38.653733193457946,0.7844424972583657,0.0,0.0,95583.33333333333,97666.66666666667,93500.0,4.35919790758501,2.9999999999999964,1.0,0.0,33.50785340314136,0.78125,4832.885558951268,2044.6242437156159,2788.2613152356516,95500.0,95500.0,91946.88695989421,87114.00140094294,0.0,0.0,0.0,0.4859696468793746,0.4480032682169235,0.03796637866245112,0.3234161763776796,6.902501069101703,87.21311475409843,14847.733918128652,-134.55404466343435,-196.37880517264333,61.82476050920897,97000.0,97000.0,97000.0,97000.0,110452.33918128654,111157.38304093567,20.0,4.0,16.0,84436.304,-1.0,0.0,0.0,100.0,100.0,79.72972972972973,78.125,92.70833333333333,-21.875,2875.0,84938.3089367408,0.0,0.0,0.0,30.061349693251536
2014-07-22,17304.837434486,104000.0,109000.0,109000.0,3223710.0,2990365.5,6521934.0,0.4585090097507886,2456294684.2387104,100.0,-77550400.00496323,100549917.48856145,91237.07547169812,1000.0,105655.72494804965,0.0,97428.57142857143,116954.58756403667,77902.5552931062,40.082731069869986,0.7963079742214106,0.0,0.0,97261.90476190476,99761.90476190476,94761.90476190476,5.140758873929008,2.8476190476190473,1.0,0.0,32.84457478005865,0.875,5835.256329863594,2802.750660945212,3032.505668918382,97428.57142857143,97428.57142857143,94570.44281221817,88735.18648235458,0.0,0.0,0.0,0.5645910996422813,0.5434189334056957,0.021172166236585577,0.4483095072193889,9.331005546804882,77.16966379984358,12919.162489557217,-117.07682641804371,-185.04995106484338,67.97312464679968,97000.0,97000.0,97000.0,97000.0,110452.33918128654,111157.38304093567,28.000000000000004,4.0,24.000000000000004,87292.67360000001,-1.0,0.0,0.0,100.0,100.0,82.14285714285714,87.5,88.54166666666667,-12.5,5221.428571428565,85217.25330428734,0.0,2.8301886792452935,2.7908788117075645,33.742331288343564
2014-07-23,18303.193440322,108000.0,110000.0,109000.0,132203.0,2990365.5,6654137.0,0.4493994487940359,2105395443.6331806,100.0,3782062434.286665,626480277.0311477,91237.07547169812,1000.0,105722.16830421935,0.0,98875.0,118678.72439719357,79071.27560280643,40.05810244691493,0.7556337332546104,0.0,0.0,98729.16666666667,101166.66666666667,96291.66666666667,4.9377505802912,2.606837606837606,1.0,0.0,32.364096080910244,0.875,6554.090907303587,3553.0187102168875,3001.0721970867,98875.0,98875.0,96790.37468726153,90236.28377995794,0.0,0.0,0.0,0.6314540964540915,0.5422268871725351,0.08922720928155636,0.5740219828750494,11.136721561996387,78.58139071528187,11472.733918128652,-103.96891273400075,-174.91482127348806,70.9459085394873,97000.0,97000.0,97000.0,97000.0,110452.33918128654,111157.38304093567,28.000000000000004,4.0,24.000000000000004,89863.40624000001,-1.0,0.0,0.0,100.0,100.0,81.21174802209283,87.5,84.375,-12.5,6943.75,85503.33920626699,0.0,0.0,0.0,33.742331288343564
2014-07-24,17970.408105044,108000.0,109000.0,108000.0,190343.0,2800022.5,6463794.0,0.4090920712749544,1777432808.8284407,97.13284619513915,-262683681.56433386,515334782.2067125,-1746.2660550458716,1000.0,105794.78404495299,0.0,99888.88888888889,119421.0718912956,80356.70588648217,39.10781913718809,0.7076345258006151,0.0,0.0,99796.2962962963,102074.07407407409,97518.51851851853,4.564854332900358,2.3008130081300764,1.0,0.0,32.03559510567297,0.84375,6962.817816610652,4234.978531495641,2727.839285115011,99888.88888888889,99888.88888888889,98514.93242768283,91552.11461107217,0.0,0.0,0.0,0.6364447154479592,0.5619671423636237,0.07447757308433556,0.690361977816104,12.547151253340909,66.77933365523889,10458.845029239761,-94.78078668112562,-166.01103965211445,71.23025297098883,97000.0,97000.0,97000.0,97000.0,110452.33918128654,111157.38304093567,28.000000000000004,4.0,24.000000000000004,92177.065616,-1.0,0.0,0.0,95.00670330403922,99.57716281493491,77.76556776556777,84.375,86.45833333333333,-15.625,7650.0,85847.82135162408,0.0,-0.917431192660545,-0.9216655104923532,32.51533742331287
2014-07-25,17970.408105044,108000.0,109000.0,108000.0,451236.0,2348786.5,6915030.0,0.32194050590785056,1523513836.1386635,97.13284619513915,0.0,458075361.9615222,-1746.2660550458716,1000.0,105951.79191459753,4600.0,100700.0,119858.28802372488,81541.71197627512,38.05022447611693,0.6905180669316581,0.0,0.0,100650.00000000001,102800.00000000001,98500.00000000001,4.272230501738697,2.209302325581392,1.0,0.0,31.777557100297916,0.84375,7203.697100921199,4828.722245380753,2374.9748555404467,100700.0,100700.0,99974.1735926547,92770.4764917335,0.0,0.0,0.0,0.6413019805316251,0.5678194619290431,0.07348251860258204,0.7930788238989992,13.732122557695469,61.31949986698575,9647.733918128652,-87.43028583882554,-146.6782155189416,59.24792968011607,100000.0,97000.0,98500.0,97000.0,110452.33918128654,111157.38304093567,28.000000000000004,4.0,24.000000000000004,94259.3590544,-1.0,0.0,0.0,95.00670330403922,99.22294936401738,73.4106686152722,84.375,85.41666666666667,-15.625,7275.0,86187.02858309248,0.0,0.0,0.0,32.51533742331287
