date,Open,Low,High,Close,Volume_BTC,volume_adi,volume_obv,volume_cmf,volume_fi,momentum_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,others_dr,others_dlr,others_cr
2010-01-04,4008.50153113,11600.0,11700.0,11700.0,466158.0,466158.0,466158.0,1.0,0.0,50.0,0.0,0.0,-147562.94619704285,1000.0,11666.666666666666,0.0,11700.0,11700.0,11700.0,0.0,0.0,0.0,0.0,11666.666666666666,11766.666666666666,11566.666666666666,1.7142857142857144,0.6666666666666697,0.0,0.0,0.8547008547008548,1.0,0.0,0.0,0.0,11700.0,11700.0,11700.0,11700.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.49568051438263,1.0,0.0,5689.566613162118,-327.1827722753999,-327.1827722753999,0.0,11650.0,11650.0,11650.0,11650.0,17367.847110754414,17457.66452648475,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,-0.0,0.0,11700.0,0.0,-32.71827722753999,0.0,0.0
2010-01-05,4215.837817223,11800.0,12200.0,12100.0,670661.0,801488.5,1136819.0,0.7050273614357255,268264400.0,100.0,20874927.86966888,20874927.86966888,-129590.28556177467,1000.0,11882.979934947136,0.0,11900.0,12300.0,11500.0,6.722689075630252,0.75,0.0,0.0,11850.0,12100.0,11600.0,4.219409282700422,1.0,0.0,0.0,5.042016806722689,0.8333333333333334,31.908831908831417,6.381766381766283,25.527065527065133,11900.0,11900.0,11761.538461538461,11729.62962962963,0.0,0.0,0.0,0.0953960800326664,0.015899346672111066,0.07949673336055534,0.006677350427350428,2.428571428571429,66.66666666666667,5489.566613162118,-315.6816230835264,-321.4321976794631,5.750574595936712,11900.0,11900.0,11900.0,11900.0,17367.847110754414,17457.66452648475,8.0,4.0,4.0,-1.0,-1.0,0.0,0.0,100.0,100.0,66.66666666666667,83.33333333333333,91.66666666666666,-16.666666666666668,0.0,11824.521067874828,0.0,3.418803418803429,3.3616610798985036,3.418803418803429
2010-01-06,4146.725721859,11900.0,12400.0,12300.0,788127.0,1274364.7,1924946.0,0.6620262074884178,252458828.5714286,100.0,9516232.789893,15195580.32978094,35955.47375856467,1000.0,12012.776860580332,0.0,12033.333333333334,12532.220984903193,11534.445681763475,8.29176152193672,0.7672612419124235,0.0,0.0,11966.666666666666,12300.0,11633.333333333334,5.571030640668519,1.0,0.0,0.0,6.648199445983378,0.875,72.49941153075088,19.605295411563205,52.89411611918767,12033.333333333334,12033.333333333334,11844.378698224853,11771.879286694102,0.0,0.0,0.0,0.17674176694484506,0.058913922314948346,0.1178278446298967,0.020865326834479534,4.1149619611158075,77.77777777777774,5356.233279828784,-308.014190288944,-316.9595285492901,8.945338260346091,12000.0,12000.0,12000.0,12000.0,17367.847110754414,17457.66452648475,12.0,4.0,8.0,-1.0,11700.0,0.0,1.0,100.0,100.0,72.72727272727272,87.5,90.27777777777777,-12.5,0.0,11974.102108904584,0.0,1.6528925619834656,1.639380977567484,5.128205128205132
2010-01-07,4215.837817223,12200.0,12900.0,12900.0,1583709.0,2858073.7,3508655.0,0.8145781503168593,352139767.3469388,100.0,17680015.709956817,16023725.456506232,90280.99012295909,1000.0,12307.9244800833,0.0,12250.0,13116.025403784439,11383.974596215561,14.13919026586839,0.8752776749732567,0.0,0.0,12141.666666666666,12566.666666666666,11716.666666666666,7.000686341798216,1.3921568627450986,1.0,0.0,10.612244897959183,1.0,151.33819144500922,45.95187461825241,105.3863168267568,12250.0,12250.0,12006.781975421029,11855.44378397602,0.0,0.0,0.0,0.2937419631375911,0.0801114444920703,0.2136305186455208,0.04944050867399304,5.982431840633879,120.00000000000007,5139.566613162118,-295.55461199774777,-311.6082994114045,16.053687413656746,12250.0,12250.0,12250.0,12250.0,17367.847110754414,17457.66452648475,16.0,4.0,12.0,11900.0,11700.0,1.0,0.0,100.0,100.0,83.33333333333333,100.0,90.27777777777777,-0.0,0.0,12186.093009452821,0.0,4.878048780487809,4.762804898925488,10.256410256410264
2010-01-08,4665.066437091,13200.0,13500.0,13500.0,2865428.0,5723501.7,6374083.0,0.8979333497853731,547442200.5830904,100.0,8375712.110023355,14111722.119885514,210529.81849120816,1000.0,12798.860003339567,0.0,12500.0,13764.911064067352,11235.088935932648,20.238577025077625,0.8952847075210475,0.0,0.0,12393.333333333332,12793.333333333332,11993.333333333332,6.455083378160302,1.8833333333333349,1.0,0.0,15.2,1.0,259.24506241549534,88.610512177701,170.63455023779434,12500.0,12500.0,12236.507825356253,11977.262762940758,0.0,0.0,0.0,0.43265605778007066,0.11125441485773245,0.3214016429223382,0.09630401104251242,7.558665380218203,131.07638888888914,4889.566613162118,-281.17817550790585,-305.52227463070477,24.344099122798923,12550.0,12550.0,12550.0,12550.0,17367.847110754414,17457.66452648475,20.0,4.0,16.0,11900.0,11700.0,0.0,0.0,100.0,100.0,87.5,100.0,95.83333333333333,-0.0,0.0,12408.150507073258,0.0,4.651162790697683,4.546237407675768,15.384615384615374
2010-01-11,4665.066437091,12900.0,13600.0,12900.0,1077926.0,4645575.7,5296157.0,0.6233990994911573,376842514.7855061,84.32239263442544,-6493952.275017023,9990587.240905005,85367.89870801033,955.5555555555557,12847.241251766247,0.0,12566.666666666666,13759.236254666554,11374.097078666779,18.979887342173278,0.6397542485937372,0.0,0.0,12516.666666666666,12966.666666666666,12066.666666666666,7.1904127829560585,0.9259259259259266,0.0,0.0,15.915119363395227,0.65,292.969875142624,129.4823847706856,163.4874903719384,12566.666666666666,12566.666666666666,12338.583544532214,12045.61366938959,0.0,0.0,0.0,0.4437078836355668,0.17065687832137183,0.27305100531419496,0.1431176463083091,9.200199947954982,74.7474747474749,4822.899946495452,-277.34445911061476,-300.8259720440231,23.48151293340834,12600.0,12600.0,12600.0,12600.0,17367.847110754414,17457.66452648475,20.0,4.0,16.0,11964.0,11700.0,0.0,0.0,71.85750984088534,96.74502835888714,67.74193548387098,65.0,88.33333333333333,-35.0,168.33333333333394,12496.780834942352,0.0,-4.444444444444439,-4.546237407675768,10.256410256410264
2010-01-12,4354.062007952,12300.0,12900.0,12300.0,1034345.0,3611230.7,4261812.0,0.42553382760134684,234349726.9590053,73.76106575141677,-37705021.05197009,2041319.1920924906,-96016.89198966409,911.1111111111112,12804.91833516883,0.0,12528.57142857143,13648.338168129454,11408.804689013405,17.87540975349184,0.39793792738403394,0.0,0.0,12514.285714285714,12985.714285714286,12042.857142857143,7.534246575342468,0.2727272727272724,0.0,0.0,15.96351197263398,0.35,268.19051331752416,157.22401048005332,110.96650283747084,12528.57142857143,12528.57142857143,12332.647614604182,12064.457101286658,0.0,0.0,0.0,0.41535463357095237,0.29820332666632476,0.1171513069046276,0.17751867358404938,10.759494481876203,-2.0114942528734905,4860.995184590689,-279.5351541947811,-297.7844266369885,18.24927244220737,12600.0,12600.0,12600.0,12600.0,17367.847110754414,17457.66452648475,20.0,4.0,16.0,12062.16,11700.0,0.0,0.0,55.14465532103823,91.0716646787253,56.75675675675676,35.0,66.66666666666667,-65.0,272.8571428571431,12457.731214439682,0.0,-4.651162790697672,-4.762804898925488,5.128205128205132
2010-01-13,4181.281769541,11700.0,12500.0,12300.0,700825.0,3961643.2,4962637.0,0.43121432596447723,200871194.53629026,68.13324327929055,-57075589.483822644,-6403953.475895385,-48109.06976744186,911.1111111111112,12756.230623132522,0.0,12500.0,13558.300524425837,11441.699475574163,16.932808390813385,0.40550888174769323,0.0,0.0,12470.833333333334,12983.333333333334,11958.333333333334,8.21917808219178,0.33333333333333276,0.0,0.0,16.0,0.35,245.72018125150498,174.92324463434366,70.79693661716132,12500.0,12500.0,12327.624904665077,12081.904723413572,0.0,0.0,0.0,0.40237236338431975,0.3925584033017753,0.009813960082544426,0.20173682095036266,12.3232760828892,-44.64831804281363,4889.566613162118,-281.17817550790585,-295.7086452458532,14.530469737947328,12600.0,12600.0,12600.0,12600.0,17367.847110754414,17457.66452648475,20.0,4.0,16.0,12062.16,13600.0,0.0,1.0,55.14465532103823,86.64123055931972,60.77922077922077,35.0,45.0,-65.0,313.75,12426.43068628053,0.0,0.0,0.0,5.128205128205132
2010-01-14,4388.618055634,12200.0,12700.0,12400.0,526584.0,3856326.4000000004,5489221.0,0.39699613836573944,179697938.1739631,69.89684019683045,33233064.43036629,-1449326.2376126763,4281.170731707318,918.5185185185186,12738.726330877129,0.0,12488.888888888889,13488.641944817955,11489.135832959822,16.010280255091807,0.4555445775525614,0.0,0.0,12466.666666666666,12977.777777777777,11955.555555555555,8.199643493761144,0.4347826086956528,0.0,0.0,16.014234875444842,0.4,233.29219822255618,186.5970353519862,46.69516287056999,12488.888888888889,12488.888888888889,12338.759534716604,12105.467336494048,0.0,0.0,0.0,0.4771007267703766,0.4022613970809058,0.07483932968947082,0.2193330867786236,13.72526671001551,-5.45454545454526,4900.67772427323,-281.8171282407877,-294.1651433564014,12.348015115613691,12600.0,12600.0,12600.0,12600.0,17367.847110754414,17457.66452648475,20.0,4.0,16.0,12062.16,13562.0,0.0,0.0,57.074455740552615,83.14003212892618,57.32467532467532,40.0,36.666666666666664,-60.0,294.44444444444525,12421.416956785872,0.0,0.8130081300812941,0.809721023262,5.982905982905984
2010-01-15,4250.393864905,12000.0,12400.0,12100.0,479645.0,3616503.9000000004,5009576.0,0.3547884966441057,133470589.86339696,66.61101963565761,-20848752.723368324,-3604818.069363304,-7323.143784421714,896.2962962962964,12711.808389631156,540.0,12450.0,13426.729235765983,11473.270764234017,15.690429490216587,0.32083059092343097,0.0,0.0,12436.666666666668,12936.666666666668,11936.666666666668,8.04073974805682,0.1633333333333321,0.0,0.0,16.06425702811245,0.25,196.9649500007581,188.6706182817406,8.29433171901752,12450.0,12450.0,12302.027298606357,12105.0623486056,0.0,0.0,0.0,0.4779267021769338,0.45087424733673,0.0270524548402038,0.22632216570615216,14.982012661755089,-46.0750853242324,4939.566613162118,-284.0534628058743,-289.37299785978746,5.319535053913171,12650.0,12600.0,12625.0,12600.0,17367.847110754414,17457.66452648475,20.0,4.0,16.0,12062.16,13524.76,0.0,0.0,50.10941770539387,78.81985711201911,53.04540420819491,25.0,33.333333333333336,-75.0,90.0,12358.528128500668,0.0,-2.4193548387096753,-2.449102000829484,3.418803418803429
